feature,coefficients/importance
categorical_transformer__HouseStyle_2.5Fin,4.1467808776702695e-05
categorical_transformer__HouseStyle_2.5Unf,9.498679255743315e-06
categorical_transformer__HouseStyle_2Story,0.00010302059269973048
categorical_transformer__HouseStyle_SFoyer,5.600779921547795e-06
categorical_transformer__HouseStyle_SLvl,7.775603243693589e-05
categorical_transformer__RoofStyle_Flat,7.330848097519988e-05
categorical_transformer__RoofStyle_Gable,0.0002990774774434686
categorical_transformer__RoofStyle_Gambrel,0.0001328537278592871
categorical_transformer__RoofStyle_Hip,0.00019736944353092314
categorical_transformer__RoofStyle_Mansard,3.714265726731476e-06
categorical_transformer__RoofStyle_Shed,4.953803709598989e-05
categorical_transformer__RoofMatl_ClyTile,3.3813096824497885e-05
categorical_transformer__RoofMatl_CompShg,2.234876100682731e-05
categorical_transformer__RoofMatl_Metal,0.0
categorical_transformer__RoofMatl_Roll,0.0
categorical_transformer__RoofMatl_Tar&Grv,1.5355838634560796e-06
categorical_transformer__RoofMatl_WdShake,3.64904974409616e-07
categorical_transformer__RoofMatl_WdShngl,3.016432458429932e-06
categorical_transformer__Exterior1st_AsbShng,7.965496135327597e-06
categorical_transformer__Exterior1st_AsphShn,2.873254507785084e-06
categorical_transformer__Exterior1st_BrkComm,8.147766257309618e-06
categorical_transformer__Exterior1st_BrkFace,5.9946941608080785e-05
categorical_transformer__Exterior1st_CBlock,5.608386989190884e-07
categorical_transformer__Exterior1st_CemntBd,0.00040599666526584734
categorical_transformer__Exterior1st_HdBoard,0.0010494409909821572
categorical_transformer__Exterior1st_MetalSd,0.00043513434594805747
categorical_transformer__Exterior1st_Plywood,7.525228284036584e-05
categorical_transformer__Exterior1st_Stone,3.930190352339901e-06
categorical_transformer__Exterior1st_Stucco,1.9500422817336125e-05
categorical_transformer__Exterior1st_VinylSd,0.0005691760099528905
categorical_transformer__Exterior1st_Wd Sdng,0.0016307917202018545
categorical_transformer__Exterior1st_WdShing,4.651828362165498e-05
categorical_transformer__Exterior2nd_AsbShng,3.096358572914654e-06
categorical_transformer__Exterior2nd_AsphShn,9.26544237155022e-06
categorical_transformer__Exterior2nd_Brk Cmn,1.5078870613407025e-06
categorical_transformer__Exterior2nd_BrkFace,8.120074383281486e-05
categorical_transformer__Exterior2nd_CBlock,0.0
categorical_transformer__Exterior2nd_CmentBd,0.00014545344229712588
categorical_transformer__Exterior2nd_HdBoard,0.0002551366906802018
categorical_transformer__Exterior2nd_ImStucc,0.0005032149097981742
categorical_transformer__Exterior2nd_MetalSd,0.0001818822782826214
categorical_transformer__Exterior2nd_Other,0.0
categorical_transformer__Exterior2nd_Plywood,0.00014300841535302072
categorical_transformer__Exterior2nd_Stone,2.0367021899426015e-05
categorical_transformer__Exterior2nd_Stucco,7.667240493717357e-05
categorical_transformer__Exterior2nd_VinylSd,0.0009285144598906184
categorical_transformer__Exterior2nd_Wd Sdng,6.385155930360897e-05
categorical_transformer__Exterior2nd_Wd Shng,0.00015017819512809077
categorical_transformer__MasVnrType_BrkCmn,6.4768602754172524e-06
categorical_transformer__MasVnrType_BrkFace,0.00021923194652433332
categorical_transformer__MasVnrType_N/A,0.00013463046537736905
categorical_transformer__MasVnrType_Stone,0.0005198498810451265
categorical_transformer__ExterQual_Ex,0.0002773418001934953
categorical_transformer__ExterQual_Fa,1.3966935634561008e-05
categorical_transformer__ExterQual_Gd,0.003244844701808936
categorical_transformer__ExterQual_TA,0.0007212000845755585
categorical_transformer__ExterCond_Ex,0.0
categorical_transformer__ExterCond_Fa,0.00011086186161969989
categorical_transformer__ExterCond_Gd,0.00021234275610368497
categorical_transformer__ExterCond_Po,9.820742665257192e-07
categorical_transformer__ExterCond_TA,0.00015862411281074548
categorical_transformer__Foundation_BrkTil,0.00013283405637913413
categorical_transformer__Foundation_CBlock,0.0002458200954616539
categorical_transformer__Foundation_PConc,0.00018703891395136201
categorical_transformer__Foundation_Slab,2.055409736141715e-06
categorical_transformer__Foundation_Stone,2.758211611242469e-07
categorical_transformer__Foundation_Wood,0.0
categorical_transformer__BsmtQual_Ex,0.006569408927648492
categorical_transformer__BsmtQual_Fa,9.60014763810819e-06
categorical_transformer__BsmtQual_Gd,0.0019278340841380078
categorical_transformer__BsmtQual_N/A,6.006701527465643e-05
categorical_transformer__BsmtQual_TA,0.00040260697465468125
categorical_transformer__BsmtCond_Fa,2.123454042085895e-05
categorical_transformer__BsmtCond_Gd,9.269058916171193e-05
categorical_transformer__BsmtCond_N/A,1.0554553329375738e-05
categorical_transformer__BsmtCond_Po,3.9667867913616367e-07
categorical_transformer__BsmtCond_TA,0.00021080178582795044
categorical_transformer__BsmtExposure_Av,0.0005699142919918647
categorical_transformer__BsmtExposure_Gd,0.0013566498933074676
categorical_transformer__BsmtExposure_Mn,0.00010729671404426329
categorical_transformer__BsmtExposure_N/A,1.719783382091856e-05
categorical_transformer__BsmtExposure_No,0.0006323798510580474
categorical_transformer__BsmtFinType1_ALQ,0.00032779491066831963
categorical_transformer__BsmtFinType1_BLQ,0.00018706544718199278
categorical_transformer__BsmtFinType1_GLQ,0.0006250612672118052
categorical_transformer__BsmtFinType1_LwQ,9.469224592177456e-05
categorical_transformer__BsmtFinType1_N/A,3.7314705953088023e-06
categorical_transformer__BsmtFinType1_Rec,5.9785589725639616e-05
categorical_transformer__BsmtFinType1_Unf,0.00014375535516089895
categorical_transformer__BsmtFinType2_ALQ,9.055630692117339e-06
categorical_transformer__BsmtFinType2_BLQ,2.2991640192043e-05
categorical_transformer__BsmtFinType2_GLQ,8.694937656566249e-06
categorical_transformer__BsmtFinType2_LwQ,8.054598819569729e-05
categorical_transformer__BsmtFinType2_N/A,6.083889939081266e-06
categorical_transformer__BsmtFinType2_Rec,5.6289590329890124e-05
categorical_transformer__BsmtFinType2_Unf,8.452540013123473e-05
categorical_transformer__Heating_Floor,6.523813273393662e-07
categorical_transformer__Heating_GasA,2.9691447242436906e-05
categorical_transformer__Heating_GasW,0.00019176098175684525
categorical_transformer__Heating_Grav,4.093296059915264e-07
categorical_transformer__Heating_OthW,3.152157372267539e-05
categorical_transformer__Heating_Wall,2.4047120609737185e-07
categorical_transformer__HeatingQC_Ex,0.00046076302965874735
categorical_transformer__HeatingQC_Fa,8.368435760936979e-05
categorical_transformer__HeatingQC_Gd,0.00018676825475875746
categorical_transformer__HeatingQC_TA,0.0002535957623225071
categorical_transformer__CentralAir_N,0.0007175940330188274
categorical_transformer__CentralAir_Y,0.0007658832649477715
categorical_transformer__Electrical_FuseA,9.493660811115742e-05
categorical_transformer__Electrical_FuseF,1.3819689814027672e-05
categorical_transformer__Electrical_FuseP,2.1531061281646937e-05
categorical_transformer__Electrical_Mix,1.214833250916327e-05
categorical_transformer__Electrical_SBrkr,5.4863418760075627e-05
categorical_transformer__KitchenQual_Ex,0.0017711463657421982
categorical_transformer__KitchenQual_Fa,5.5847485357646187e-05
categorical_transformer__KitchenQual_Gd,0.0022417254772548268
categorical_transformer__KitchenQual_TA,0.0014924496308779155
categorical_transformer__Functional_Maj1,2.1909589061506e-05
categorical_transformer__Functional_Maj2,1.3897828251718806e-08
categorical_transformer__Functional_Min1,3.0383850751831e-05
categorical_transformer__Functional_Min2,1.7898155110801557e-05
categorical_transformer__Functional_Mod,5.155381911696202e-05
categorical_transformer__Functional_Sev,5.95055794713719e-06
categorical_transformer__Functional_Typ,0.00027995705536404023
categorical_transformer__FireplaceQu_Ex,0.00035924219149370535
categorical_transformer__FireplaceQu_Fa,1.5639164074756752e-05
categorical_transformer__FireplaceQu_Gd,0.0003341576278774868
categorical_transformer__FireplaceQu_N/A,0.000629988640858586
categorical_transformer__FireplaceQu_Po,5.4957075149465226e-05
categorical_transformer__FireplaceQu_TA,0.0003427167550751807
categorical_transformer__GarageType_2Types,0.0
categorical_transformer__GarageType_Attchd,0.0031940874951661034
categorical_transformer__GarageType_Basment,6.410714770164264e-05
categorical_transformer__GarageType_BuiltIn,0.00023598711136556204
categorical_transformer__GarageType_CarPort,6.756493860438342e-05
categorical_transformer__GarageType_Detchd,0.002222473932949623
categorical_transformer__GarageType_N/A,3.731305808337384e-06
categorical_transformer__GarageFinish_Fin,0.0004695595596521905
categorical_transformer__GarageFinish_N/A,1.2305965955301967e-05
categorical_transformer__GarageFinish_RFn,0.000471556216602164
categorical_transformer__GarageFinish_Unf,0.0012145430558698981
categorical_transformer__GarageQual_Ex,4.558046194715239e-06
categorical_transformer__GarageQual_Fa,1.4963457579006441e-05
categorical_transformer__GarageQual_Gd,1.4292069166106102e-05
categorical_transformer__GarageQual_N/A,3.1416706411124656e-05
categorical_transformer__GarageQual_Po,5.086202748782887e-10
categorical_transformer__GarageQual_TA,0.00041909232157784994
categorical_transformer__GarageCond_Ex,2.8182597188201502e-08
categorical_transformer__GarageCond_Fa,3.439515050602815e-05
categorical_transformer__GarageCond_Gd,8.513699544993783e-05
categorical_transformer__GarageCond_N/A,0.00012657846685267603
categorical_transformer__GarageCond_Po,1.514771698665444e-06
categorical_transformer__GarageCond_TA,4.5791564983983625e-05
categorical_transformer__PavedDrive_N,8.481178562038808e-05
categorical_transformer__PavedDrive_P,1.308525498192984e-05
categorical_transformer__PavedDrive_Y,9.275804880238379e-05
categorical_transformer__PoolQC_Ex,0.0010439624352089703
categorical_transformer__PoolQC_Fa,9.867600389207897e-06
categorical_transformer__PoolQC_Gd,2.4606463862116857e-05
categorical_transformer__PoolQC_N/A,0.0
categorical_transformer__Fence_GdPrv,3.7165531758088945e-05
categorical_transformer__Fence_GdWo,0.00015359201353048354
categorical_transformer__Fence_MnPrv,6.534477881263425e-05
categorical_transformer__Fence_MnWw,2.5945402991784568e-06
categorical_transformer__Fence_N/A,0.00015512457838438967
categorical_transformer__MiscFeature_Gar2,1.2136263853738052e-06
categorical_transformer__MiscFeature_N/A,1.6529876244454278e-05
categorical_transformer__MiscFeature_Othr,6.183319856011379e-07
categorical_transformer__MiscFeature_Shed,1.3434138723426025e-05
categorical_transformer__MiscFeature_TenC,2.064073613245028e-05
categorical_transformer__SaleType_COD,8.701492448022226e-05
categorical_transformer__SaleType_CWD,4.235726414379471e-06
